evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
47 km al NE de Calama,-22.125 ,-68.669,2024-09-04,18:56:08,2024-09-04,22:56:08,125,km,2.9,Ml
21 km al NE de Pichilemu,-34.237 ,-71.862,2024-09-04,16:41:19,2024-09-04,20:41:19,41,km,3.4,Ml
57 km al S de Sierra Gorda,-23.390 ,-69.199,2024-09-04,15:53:05,2024-09-04,19:53:05,94,km,3.2,Ml
28 km al NE de Calama,-22.244 ,-68.815,2024-09-04,15:07:56,2024-09-04,19:07:56,119,km,3.0,Ml
55 km al NE de Socaire,-23.201 ,-67.560,2024-09-04,14:49:17,2024-09-04,18:49:17,262,km,3.4,Ml
12 km al N de La Higuera,-29.401 ,-71.181,2024-09-04,14:25:43,2024-09-04,18:25:43,36,km,2.6,Ml
45 km al SO de Mina Collahuasi,-21.044 ,-69.025,2024-09-04,14:11:26,2024-09-04,18:11:26,104,km,3.9,Ml
19 km al N de Farellones,-33.180 ,-70.336,2024-09-04,14:07:11,2024-09-04,18:07:11,106,km,2.7,Ml
47 km al O de OllagÃ¼e,-21.343 ,-68.693,2024-09-04,13:15:09,2024-09-04,17:15:09,104,km,2.9,Ml
55 km al N de Pica,-20.025 ,-69.145,2024-09-04,12:56:01,2024-09-04,16:56:01,112,km,2.5,Ml
23 km al S de Mina Los Pelambres,-32.031 ,-70.556,2024-09-04,11:29:17,2024-09-04,15:29:17,93,km,2.8,Ml
89 km al SE de Socaire,-24.331 ,-67.563,2024-09-04,09:17:30,2024-09-04,13:17:30,190,km,3.3,Ml
29 km al NO de Punta de Choros,-29.054 ,-71.664,2024-09-04,07:17:11,2024-09-04,11:17:11,41,km,3.3,Ml
102 km al NE de San Pedro de Atacama,-22.198 ,-67.583,2024-09-04,04:30:01,2024-09-04,08:30:01,194,km,3.9,Ml
38 km al SE de CamiÃ±a,-19.579 ,-69.200,2024-09-04,02:15:50,2024-09-04,06:15:50,104,km,3.0,Ml
17 km al SO de Tongoy,-30.386 ,-71.591,2024-09-04,00:13:11,2024-09-04,04:13:11,33,km,3.5,Ml
48 km al NO de El Tabo,-33.227 ,-72.106,2024-09-03,23:32:26,2024-09-04,03:32:26,24,km,3.4,Ml
53 km al SO de Arica,-18.751 ,-70.740,2024-09-03,21:37:19,2024-09-04,01:37:19,30,km,4.2,Mw
63 km al NE de Calama,-22.001 ,-68.590,2024-09-03,21:12:05,2024-09-04,01:12:05,121,km,3.3,Ml
