evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
54 km al SO de OllagÃ¼e,-21.663 ,-68.489,2023-09-28,20:13:16,2023-09-28,23:13:16,136,km,2.9,Ml
52 km al SO de Mina Collahuasi,-21.084 ,-69.070,2023-09-28,19:23:46,2023-09-28,22:23:46,112,km,2.6,Ml
79 km al N de Calama,-21.779 ,-68.760,2023-09-28,19:05:15,2023-09-28,22:05:15,129,km,3.6,Ml
55 km al O de Cuya,-19.060 ,-70.692,2023-09-28,18:32:59,2023-09-28,21:32:59,47,km,2.6,Ml
66 km al SE de Socaire,-23.836 ,-67.298,2023-09-28,18:22:30,2023-09-28,21:22:30,254,km,3.2,Ml
24 km al O de San Pedro de Atacama,-22.987 ,-68.419,2023-09-28,18:00:54,2023-09-28,21:00:54,126,km,3.1,Ml
75 km al N de Huasco,-27.806 ,-71.381,2023-09-28,12:34:54,2023-09-28,15:34:54,21,km,3.8,Ml
42 km al O de La Serena,-29.869 ,-71.681,2023-09-28,11:53:21,2023-09-28,14:53:21,29,km,2.7,Ml
36 km al O de Mejillones,-23.180 ,-70.787,2023-09-28,10:56:29,2023-09-28,13:56:29,40,km,2.9,Ml
59 km al NE de Calama,-22.024 ,-68.621,2023-09-28,08:39:42,2023-09-28,11:39:42,127,km,2.9,Ml
39 km al NO de Los Vilos,-31.743 ,-71.878,2023-09-28,08:23:32,2023-09-28,11:23:32,38,km,2.5,Ml
39 km al O de Putre,-18.248 ,-69.928,2023-09-28,07:17:47,2023-09-28,10:17:47,78,km,2.8,Ml
14 km al O de Andacollo,-30.201 ,-71.224,2023-09-28,06:56:17,2023-09-28,09:56:17,16,km,3.0,Ml
48 km al SO de Taltal,-25.608 ,-70.911,2023-09-28,06:28:36,2023-09-28,09:28:36,43,km,2.9,Ml
111 km al E de Tierra Amarilla,-27.444 ,-69.142,2023-09-28,06:23:01,2023-09-28,09:23:01,122,km,2.9,Ml
16 km al NE de CamiÃ±a,-19.254 ,-69.286,2023-09-28,05:38:25,2023-09-28,08:38:25,111,km,3.2,Ml
42 km al O de Los Vilos,-31.755 ,-71.921,2023-09-28,05:29:06,2023-09-28,08:29:06,35,km,3.8,Ml
34 km al S de Mina Collahuasi,-21.120 ,-68.565,2023-09-28,04:44:49,2023-09-28,07:44:49,123,km,2.7,Ml
45 km al SE de Antofagasta,-23.883 ,-70.049,2023-09-28,03:57:13,2023-09-28,06:57:13,53,km,4.3,Ml
24 km al N de Mejillones,-22.880 ,-70.462,2023-09-28,03:54:26,2023-09-28,06:54:26,15,km,2.9,Ml
41 km al S de OllagÃ¼e,-21.582 ,-68.365,2023-09-28,03:32:27,2023-09-28,06:32:27,143,km,3.6,Ml
150 km al NO de ConstituciÃ³n,-34.687 ,-73.865,2023-09-28,03:12:11,2023-09-28,06:12:11,20,km,2.6,Ml
14 km al NO de Petorca,-32.184 ,-71.054,2023-09-28,02:29:08,2023-09-28,05:29:08,86,km,2.5,Ml
36 km al NO de Los Vilos,-31.724 ,-71.826,2023-09-28,02:17:32,2023-09-28,05:17:32,40,km,3.7,Ml
39 km al SO de Mina Collahuasi,-21.074 ,-68.920,2023-09-28,01:50:54,2023-09-28,04:50:54,106,km,2.5,Ml
27 km al O de Ovalle,-30.645 ,-71.479,2023-09-28,00:34:33,2023-09-28,03:34:33,37,km,3.2,Ml
39 km al E de Linares,-35.878 ,-71.164,2023-09-28,00:05:12,2023-09-28,03:05:12,139,km,2.7,Ml
