evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
13 km al NE de OllagÃ¼e,-21.176 ,-68.137,2024-07-31,17:08:57,2024-07-31,21:08:57,172,km,2.7,Ml
103 km al NE de Alto del Carmen,-28.242 ,-69.618,2024-07-31,16:52:27,2024-07-31,20:52:27,112,km,3.1,Ml
94 km al E de CombarbalÃ¡,-31.083 ,-70.024,2024-07-31,14:16:35,2024-07-31,18:16:35,122,km,3.5,Ml
24 km al SO de Punitaqui,-30.981 ,-71.437,2024-07-31,11:08:55,2024-07-31,15:08:55,32,km,3.0,Ml
20 km al E de Putre,-18.255 ,-69.378,2024-07-31,07:23:04,2024-07-31,11:23:04,125,km,3.1,Ml
24 km al N de Socaire,-23.377 ,-67.849,2024-07-31,07:01:56,2024-07-31,11:01:56,163,km,4.0,Ml
19 km al SO de San Fernando,-34.676 ,-71.161,2024-07-31,06:33:00,2024-07-31,10:33:00,70,km,2.9,Ml
6 km al O de Andacollo,-30.239 ,-71.146,2024-07-31,05:48:44,2024-07-31,09:48:44,77,km,2.7,Ml
20 km al SE de Los Vilos,-32.010 ,-71.335,2024-07-31,05:47:38,2024-07-31,09:47:38,65,km,2.5,Ml
38 km al NO de Socaire,-23.280 ,-68.040,2024-07-31,05:09:37,2024-07-31,09:09:37,166,km,2.7,Ml
72 km al NO de San Antonio de los Cobres,-23.815 ,-66.862,2024-07-31,01:04:38,2024-07-31,05:04:38,220,km,4.0,Ml
60 km al NE de Calama,-21.986 ,-68.671,2024-07-31,00:35:28,2024-07-31,04:35:28,107,km,2.5,Ml
25 km al SE de Cuya,-19.330 ,-70.024,2024-07-31,00:20:07,2024-07-31,04:20:07,38,km,2.9,Ml
39 km al O de OllagÃ¼e,-21.180 ,-68.628,2024-07-30,23:12:21,2024-07-31,03:12:21,108,km,2.5,Ml
41 km al NO de Socaire,-23.396 ,-68.230,2024-07-30,22:42:41,2024-07-31,02:42:41,162,km,2.6,Ml
56 km al E de Calama,-22.266 ,-68.436,2024-07-30,21:07:27,2024-07-31,01:07:27,152,km,2.7,Ml
