evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al S de San Pedro de Atacama,-23.188 ,-68.094,2024-07-21,19:26:58,2024-07-21,23:26:58,167,km,3.9,Ml
48 km al NE de Punta de Choros,-29.037 ,-71.034,2024-07-21,18:50:37,2024-07-21,22:50:37,78,km,2.6,Ml
59 km al SO de OllagÃ¼e,-21.699 ,-68.512,2024-07-21,18:09:12,2024-07-21,22:09:12,136,km,2.8,Ml
57 km al SE de Sierra Gorda,-23.248 ,-68.925,2024-07-21,17:17:28,2024-07-21,21:17:28,96,km,2.8,Ml
22 km al S de San Pedro de Atacama,-23.107 ,-68.257,2024-07-21,15:57:37,2024-07-21,19:57:37,178,km,2.7,Ml
60 km al N de CamiÃ±a,-18.773 ,-69.427,2024-07-21,14:10:47,2024-07-21,18:10:47,107,km,2.8,Ml
28 km al S de San Pedro de Atacama,-23.158 ,-68.282,2024-07-21,13:27:27,2024-07-21,17:27:27,188,km,2.6,Ml
77 km al E de Socaire,-23.627 ,-67.136,2024-07-21,11:29:37,2024-07-21,15:29:37,258,km,3.3,Ml
52 km al SE de Sierra Gorda,-23.159 ,-68.909,2024-07-21,11:19:17,2024-07-21,15:19:17,92,km,2.7,Ml
23 km al S de San Pedro de Atacama,-23.113 ,-68.121,2024-07-21,11:18:22,2024-07-21,15:18:22,191,km,2.5,Ml
84 km al SE de Socaire,-24.241 ,-67.471,2024-07-21,10:25:08,2024-07-21,14:25:08,229,km,3.9,Ml
56 km al NE de Pozo Almonte,-19.890 ,-69.424,2024-07-21,09:54:18,2024-07-21,13:54:18,109,km,3.2,Ml
9 km al SO de Monte Patria,-30.743 ,-71.030,2024-07-21,08:54:23,2024-07-21,12:54:23,69,km,2.5,Ml
59 km al S de Socaire,-24.123 ,-67.937,2024-07-21,08:20:14,2024-07-21,12:20:14,161,km,2.6,Ml
14 km al SO de Andacollo,-30.287 ,-71.212,2024-07-21,06:42:27,2024-07-21,10:42:27,63,km,2.7,Ml
83 km al SE de Socaire,-24.039 ,-67.233,2024-07-21,05:49:00,2024-07-21,09:49:00,248,km,3.6,Ml
77 km al SE de Socaire,-24.225 ,-67.593,2024-07-21,05:23:34,2024-07-21,09:23:34,237,km,2.9,Ml
17 km al O de Visviri,-17.606 ,-69.640,2024-07-21,05:15:48,2024-07-21,09:15:48,166,km,3.7,Ml
32 km al O de Patache,-20.744 ,-70.498,2024-07-21,03:25:52,2024-07-21,07:25:52,59,km,2.5,Ml
59 km al E de Quillagua,-21.632 ,-68.965,2024-07-20,23:54:22,2024-07-21,03:54:22,95,km,2.6,Ml
36 km al E de Tacna,-17.895 ,-69.936,2024-07-20,22:53:45,2024-07-21,02:53:45,96,km,3.8,Ml
58 km al NE de Calama,-21.983 ,-68.716,2024-07-20,20:46:47,2024-07-21,00:46:47,106,km,2.5,Ml
32 km al N de Calama,-22.194 ,-68.844,2024-07-20,20:44:22,2024-07-21,00:44:22,122,km,2.6,Ml
