evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al SE de Antofagasta,-23.813 ,-70.210,2024-07-09,19:32:13,2024-07-09,23:32:13,55,km,3.0,Ml
73 km al S de Socaire,-24.245 ,-67.860,2024-07-09,18:29:46,2024-07-09,22:29:46,252,km,3.2,Ml
17 km al S de Putre,-18.353 ,-69.566,2024-07-09,17:23:10,2024-07-09,21:23:10,128,km,3.1,Ml
56 km al O de QuellÃ³n,-42.947 ,-74.264,2024-07-09,16:38:41,2024-07-09,20:38:41,10,km,2.5,Ml
41 km al S de Calama,-22.837 ,-68.864,2024-07-09,15:50:11,2024-07-09,19:50:11,113,km,2.6,Ml
14 km al SO de Cuya,-19.256 ,-70.264,2024-07-09,14:50:09,2024-07-09,18:50:09,44,km,2.6,Ml
53 km al SE de Paihuano,-30.429 ,-70.209,2024-07-09,13:34:54,2024-07-09,17:34:54,105,km,2.5,Ml
11 km al SO de Cobquecura,-36.191 ,-72.891,2024-07-09,12:56:56,2024-07-09,16:56:56,30,km,2.5,Ml
19 km al N de Santa Cruz,-34.478 ,-71.419,2024-07-09,07:01:20,2024-07-09,11:01:20,77,km,2.8,Ml
67 km al S de CamiÃ±a,-19.890 ,-69.244,2024-07-09,06:50:30,2024-07-09,10:50:30,94,km,2.7,Ml
47 km al SE de OllagÃ¼e,-21.585 ,-68.016,2024-07-09,03:38:13,2024-07-09,07:38:13,124,km,2.5,Ml
39 km al SO de Huasco,-28.771 ,-71.418,2024-07-08,23:48:07,2024-07-09,03:48:07,45,km,3.5,Ml
52 km al N de Pica,-20.031 ,-69.239,2024-07-08,23:45:00,2024-07-09,03:45:00,97,km,2.7,Ml
29 km al SE de Monte Patria,-30.930 ,-70.826,2024-07-08,23:02:30,2024-07-09,03:02:30,89,km,4.0,Ml
50 km al E de Calama,-22.448 ,-68.445,2024-07-08,21:01:33,2024-07-09,01:01:33,106,km,2.8,Ml
81 km al E de CopiapÃ³,-27.660 ,-69.582,2024-07-08,20:48:36,2024-07-09,00:48:36,112,km,2.5,Ml
