evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
39 km al E de Pica,-20.544 ,-68.958,2024-10-01,20:26:59,2024-10-01,23:26:59,109,km,3.2,Ml
13 km al NE de Cami̱a,-19.220 ,-69.358,2024-10-01,20:15:41,2024-10-01,23:15:41,112,km,2.9,Ml
11 km al O de Ovalle,-30.605 ,-71.314,2024-10-01,17:56:31,2024-10-01,20:56:31,72,km,3.5,Ml
40 km al S de Cami̱a,-19.647 ,-69.290,2024-10-01,17:41:26,2024-10-01,20:41:26,108,km,3.9,Ml
42 km al O de Mina La Escondida,-24.228 ,-69.472,2024-10-01,14:05:26,2024-10-01,17:05:26,94,km,3.5,Ml
28 km al NE de Tacna,-17.829 ,-70.073,2024-10-01,12:58:13,2024-10-01,15:58:13,77,km,2.9,Ml
25 km al N de Cami̱a,-19.100 ,-69.356,2024-10-01,11:52:24,2024-10-01,14:52:24,103,km,2.8,Ml
31 km al S de San Jos̩ de Maipo,-33.917 ,-70.303,2024-10-01,09:38:30,2024-10-01,12:38:30,121,km,3.5,Ml
18 km al SE de La Serena,-30.054 ,-71.184,2024-10-01,08:45:52,2024-10-01,11:45:52,66,km,4.0,Ml
28 km al NO de Mina Collahuasi,-20.700 ,-68.887,2024-10-01,07:47:34,2024-10-01,10:47:34,101,km,2.6,Ml
42 km al SE de Pica,-20.831 ,-69.152,2024-10-01,04:08:19,2024-10-01,07:08:19,105,km,2.7,Ml
21 km al O de San Pedro de Atacama,-22.874 ,-68.398,2024-10-01,03:43:36,2024-10-01,06:43:36,161,km,2.6,Ml
60 km al O de Iquique,-20.129 ,-70.718,2024-10-01,02:01:57,2024-10-01,05:01:57,25,km,5.3,Mw
21 km al N de Vichuqu̩n,-34.700 ,-72.042,2024-10-01,01:36:15,2024-10-01,04:36:15,12,km,3.3,Ml
94 km al SE de Socaire,-24.330 ,-67.450,2024-10-01,01:32:47,2024-10-01,04:32:47,209,km,3.7,Ml
5 km al NO de Huasco,-28.440 ,-71.267,2024-10-01,01:27:37,2024-10-01,04:27:37,39,km,3.3,Ml
33 km al S de Mina Collahuasi,-21.109 ,-68.745,2024-09-30,21:36:21,2024-10-01,00:36:21,117,km,3.0,Ml
