evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
89 km al NO de San Juan,-30.853 ,-69.012,2024-10-20,19:59:40,2024-10-20,22:59:40,155,km,5.7,Mw
30 km al SO de Canela Baja,-31.585 ,-71.692,2024-10-20,19:06:56,2024-10-20,22:06:56,25,km,2.5,Ml
78 km al N de Calama,-21.800 ,-68.718,2024-10-20,18:07:59,2024-10-20,21:07:59,106,km,2.7,Ml
71 km al SE de CamiÃ±a,-19.853 ,-69.069,2024-10-20,17:43:58,2024-10-20,20:43:58,97,km,2.7,Ml
22 km al S de Visviri,-17.793 ,-69.509,2024-10-20,17:20:39,2024-10-20,20:20:39,138,km,3.6,Ml
16 km al NO de La Serena,-29.795 ,-71.362,2024-10-20,15:55:10,2024-10-20,18:55:10,60,km,2.7,Ml
59 km al NO de San Antonio de los Cobres,-23.821 ,-66.688,2024-10-20,14:18:42,2024-10-20,17:18:42,201,km,4.2,Ml
19 km al O de Quintero,-32.748 ,-71.730,2024-10-20,13:06:11,2024-10-20,16:06:11,37,km,2.9,Ml
13 km al SO de OllagÃ¼e,-21.299 ,-68.346,2024-10-20,11:45:33,2024-10-20,14:45:33,146,km,3.0,Ml
139 km al N de San Antonio de los Cobres,-23.002 ,-66.574,2024-10-20,10:56:19,2024-10-20,13:56:19,232,km,4.1,Ml
42 km al NE de La Higuera,-29.165 ,-71.018,2024-10-20,05:02:36,2024-10-20,08:02:36,72,km,4.5,Mw
42 km al O de Carrizal Bajo,-27.957 ,-71.555,2024-10-20,03:30:32,2024-10-20,06:30:32,37,km,2.7,Ml
47 km al SE de CamiÃ±a,-19.676 ,-69.192,2024-10-20,00:49:16,2024-10-20,03:49:16,115,km,3.4,Ml
52 km al E de Antuco,-37.163 ,-71.128,2024-10-20,00:33:37,2024-10-20,03:33:37,142,km,3.1,Ml
46 km al S de Pica,-20.881 ,-69.468,2024-10-20,00:10:03,2024-10-20,03:10:03,99,km,2.7,Ml
49 km al SO de Mina Collahuasi,-21.165 ,-68.955,2024-10-19,23:52:55,2024-10-20,02:52:55,113,km,2.7,Ml
