evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
45 km al SO de Pichidangui,-32.370 ,-71.920,2024-10-19,20:14:45,2024-10-19,23:14:45,25,km,2.9,Ml
31 km al SO de OllagÃ¼e,-21.365 ,-68.508,2024-10-19,19:51:04,2024-10-19,22:51:04,134,km,3.1,Ml
46 km al E de El Salvador,-26.274 ,-69.165,2024-10-19,19:26:16,2024-10-19,22:26:16,145,km,4.6,Mw
30 km al SE de Mina Collahuasi,-21.058 ,-68.501,2024-10-19,17:26:25,2024-10-19,20:26:25,128,km,2.5,Ml
44 km al S de Pica,-20.866 ,-69.187,2024-10-19,15:44:47,2024-10-19,18:44:47,108,km,2.7,Ml
69 km al NO de San Antonio de los Cobres,-23.881 ,-66.885,2024-10-19,12:29:24,2024-10-19,15:29:24,188,km,4.4,Mw
73 km al NO de Tongoy,-29.767 ,-72.002,2024-10-19,11:54:17,2024-10-19,14:54:17,29,km,2.7,Ml
18 km al E de Calama,-22.426 ,-68.760,2024-10-19,11:45:57,2024-10-19,14:45:57,95,km,3.2,Ml
51 km al SE de Socaire,-23.980 ,-67.626,2024-10-19,08:10:47,2024-10-19,11:10:47,233,km,4.1,Ml
19 km al O de Mina Collahuasi,-20.856 ,-68.837,2024-10-19,04:44:50,2024-10-19,07:44:50,104,km,3.0,Ml
22 km al NE de BahÃ­a Mansa,-40.484 ,-73.511,2024-10-19,02:11:28,2024-10-19,05:11:28,41,km,2.8,Ml
57 km al NE de San Pedro de Atacama,-22.470 ,-67.926,2024-10-18,23:22:55,2024-10-19,02:22:55,132,km,2.8,Ml
37 km al SO de Huasco,-28.741 ,-71.442,2024-10-18,22:44:05,2024-10-19,01:44:05,15,km,3.0,Ml
43 km al S de Patache,-21.179 ,-70.068,2024-10-18,21:49:03,2024-10-19,00:49:03,33,km,2.5,Ml
