evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al NE de Mina Collahuasi,-20.616 ,-68.445,2023-10-12,16:00:33,2023-10-12,19:00:33,153,km,2.6,Ml
77 km al N de Calama,-21.821 ,-68.681,2023-10-12,14:25:39,2023-10-12,17:25:39,132,km,2.6,Ml
57 km al N de Calama,-21.980 ,-68.753,2023-10-12,13:05:25,2023-10-12,16:05:25,117,km,3.2,Ml
45 km al SO de Mina Collahuasi,-21.053 ,-69.017,2023-10-12,08:13:47,2023-10-12,11:13:47,105,km,2.5,Ml
77 km al NO de Quillagua,-21.102 ,-69.971,2023-10-12,07:58:38,2023-10-12,10:58:38,50,km,3.7,Ml
18 km al E de Calama,-22.438 ,-68.756,2023-10-12,06:45:41,2023-10-12,09:45:41,110,km,3.2,Ml
119 km al SE de Tierra Amarilla,-27.973 ,-69.190,2023-10-12,06:18:26,2023-10-12,09:18:26,113,km,3.4,Ml
46 km al NO de Huasco,-28.096 ,-71.440,2023-10-12,04:21:32,2023-10-12,07:21:32,34,km,2.7,Ml
102 km al NE de El Salvador,-25.485 ,-69.048,2023-10-12,03:55:22,2023-10-12,06:55:22,115,km,4.1,Ml
6 km al N de Panguipulli,-39.586 ,-72.317,2023-10-12,03:04:52,2023-10-12,06:04:52,84,km,4.5,Mw
31 km al SO de Punitaqui,-30.972 ,-71.538,2023-10-12,02:31:15,2023-10-12,05:31:15,29,km,2.8,Ml
61 km al SO de Mina Collahuasi,-21.266 ,-69.014,2023-10-12,01:52:55,2023-10-12,04:52:55,86,km,2.6,Ml
110 km al E de Socaire,-23.313 ,-66.856,2023-10-12,01:08:58,2023-10-12,04:08:58,182,km,3.4,Ml
