evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al SE de Calama,-22.645 ,-68.688,2023-10-02,20:44:59,2023-10-02,23:44:59,110,km,2.9,Ml
75 km al N de Mina La Escondida.,-23.599 ,-69.079,2023-10-02,18:40:33,2023-10-02,21:40:33,92,km,3.5,Ml
47 km al NO de Cobquecura,-35.842 ,-73.168,2023-10-02,18:04:50,2023-10-02,21:04:50,28,km,4.2,Ml
31 km al E de Sierra Gorda.,-22.942 ,-69.021,2023-10-02,14:22:16,2023-10-02,17:22:16,97,km,2.6,Ml
75 km al NE de Calama,-21.865 ,-68.609,2023-10-02,13:24:51,2023-10-02,16:24:51,130,km,4.5,Mw
37 km al SO de Pica,-20.752 ,-69.548,2023-10-02,07:27:29,2023-10-02,10:27:29,51,km,2.7,Ml
47 km al SO de Mina Collahuasi,-21.126 ,-68.973,2023-10-02,05:59:49,2023-10-02,08:59:49,114,km,3.4,Ml
71 km al NE de Calama,-21.873 ,-68.674,2023-10-02,01:00:58,2023-10-02,04:00:58,139,km,2.8,Ml
31 km al SE de Pica,-20.619 ,-69.068,2023-10-01,23:07:09,2023-10-02,02:07:09,107,km,3.2,Ml
2 km al NO de Huasco,-28.451 ,-71.239,2023-10-01,22:28:00,2023-10-02,01:28:00,41,km,2.7,Ml
17 km al S de Huasco,-28.622 ,-71.232,2023-10-01,22:03:48,2023-10-02,01:03:48,49,km,4.3,Ml
