evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
12 km al S de Cuya,-19.268 ,-70.203,2023-10-14,20:51:32,2023-10-14,23:51:32,43,km,2.7,Ml
42 km al SO de Colchane.,-19.573 ,-68.888,2023-10-14,19:32:26,2023-10-14,22:32:26,121,km,4.2,Ml
45 km al N de Mejillones,-22.720 ,-70.603,2023-10-14,19:28:01,2023-10-14,22:28:01,38,km,3.1,Ml
29 km al SE de Pica,-20.728 ,-69.204,2023-10-14,16:01:55,2023-10-14,19:01:55,113,km,2.6,Ml
30 km al SE de Antuco,-37.536 ,-71.449,2023-10-14,15:22:48,2023-10-14,18:22:48,70,km,2.9,Ml
48 km al O de ValparaÃ­so,-33.095 ,-72.128,2023-10-14,13:03:59,2023-10-14,16:03:59,38,km,3.0,Ml
12 km al S de Navidad,-34.058 ,-71.799,2023-10-14,12:57:11,2023-10-14,15:57:11,36,km,2.5,Ml
30 km al NO de Mina Collahuasi,-20.685 ,-68.899,2023-10-14,12:17:25,2023-10-14,15:17:25,100,km,3.0,Ml
58 km al N de Pica,-19.973 ,-69.245,2023-10-14,10:32:40,2023-10-14,13:32:40,94,km,2.9,Ml
24 km al SE de Farellones,-33.470 ,-70.096,2023-10-14,09:53:54,2023-10-14,12:53:54,9,km,2.8,Ml
24 km al SO de Santiago,-33.629 ,-70.776,2023-10-14,09:32:57,2023-10-14,12:32:57,82,km,3.0,Ml
56 km al S de Alto Hospicio,-20.756 ,-70.232,2023-10-14,08:29:37,2023-10-14,11:29:37,65,km,4.5,Mw
15 km al S de La Serena,-30.027 ,-71.301,2023-10-14,08:20:53,2023-10-14,11:20:53,55,km,3.2,Ml
37 km al O de Navidad,-34.084 ,-72.201,2023-10-14,07:58:18,2023-10-14,10:58:18,38,km,3.3,Ml
48 km al SO de Tierra Amarilla,-27.873 ,-70.463,2023-10-14,07:05:32,2023-10-14,10:05:32,69,km,3.0,Ml
82 km al O de Socaire,-23.535 ,-68.691,2023-10-14,06:58:38,2023-10-14,09:58:38,117,km,2.9,Ml
118 km al O de Pichilemu,-34.155 ,-73.263,2023-10-14,06:22:24,2023-10-14,09:22:24,36,km,3.0,Ml
26 km al SE de Farellones,-33.468 ,-70.063,2023-10-14,06:13:43,2023-10-14,09:13:43,11,km,2.5,Ml
8 km al NO de Lota,-37.060 ,-73.237,2023-10-14,05:53:41,2023-10-14,08:53:41,26,km,2.7,Ml
70 km al N de Calama,-21.875 ,-68.720,2023-10-14,05:30:19,2023-10-14,08:30:19,120,km,3.6,Ml
24 km al N de San FabiÃ¡n,-36.340 ,-71.498,2023-10-14,05:07:27,2023-10-14,08:07:27,106,km,2.7,Ml
69 km al SE de CamiÃ±a,-19.872 ,-69.139,2023-10-14,02:46:47,2023-10-14,05:46:47,98,km,3.4,Ml
71 km al S de Socaire,-24.219 ,-68.018,2023-10-14,00:37:56,2023-10-14,03:37:56,260,km,3.3,Ml
22 km al SO de Linares,-35.983 ,-71.780,2023-10-14,00:29:19,2023-10-14,03:29:19,88,km,2.9,Ml
59 km al NO de Taltal,-25.011 ,-70.875,2023-10-14,00:15:45,2023-10-14,03:15:45,44,km,2.6,Ml
47 km al NE de Vallenar,-28.215 ,-70.513,2023-10-14,00:07:10,2023-10-14,03:07:10,85,km,3.0,Ml
