evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
12 km al SE de Socaire,-23.670 ,-67.813,2023-10-21,20:02:09,2023-10-21,23:02:09,236,km,3.2,Ml
14 km al E de Calama,-22.422 ,-68.801,2023-10-21,15:30:31,2023-10-21,18:30:31,118,km,3.0,Ml
37 km al S de OllagÃ¼e,-21.550 ,-68.318,2023-10-21,13:15:11,2023-10-21,16:15:11,140,km,3.1,Ml
33 km al SO de Los Vilos,-32.130 ,-71.755,2023-10-21,12:40:09,2023-10-21,15:40:09,30,km,2.8,Ml
22 km al E de Quillota,-32.939 ,-71.022,2023-10-21,12:33:01,2023-10-21,15:33:01,68,km,3.3,Ml
11 km al N de CamiÃ±a,-19.221 ,-69.459,2023-10-21,06:18:59,2023-10-21,09:18:59,101,km,3.9,Ml
31 km al NE de Sierra Gorda.,-22.716 ,-69.086,2023-10-21,06:00:57,2023-10-21,09:00:57,95,km,2.8,Ml
21 km al N de San Pedro de Atacama,-22.738 ,-68.268,2023-10-21,05:33:37,2023-10-21,08:33:37,145,km,4.3,Ml
21 km al E de ConcepciÃ³n,-36.910 ,-72.834,2023-10-21,03:01:14,2023-10-21,06:01:14,41,km,4.1,Ml
61 km al SO de OllagÃ¼e,-21.733 ,-68.466,2023-10-21,02:56:21,2023-10-21,05:56:21,128,km,3.2,Ml
53 km al N de Pica,-20.039 ,-69.171,2023-10-21,02:19:53,2023-10-21,05:19:53,97,km,3.3,Ml
60 km al N de Tocopilla,-21.559 ,-70.271,2023-10-21,01:10:38,2023-10-21,04:10:38,34,km,3.2,Ml
39 km al E de Calama,-22.435 ,-68.557,2023-10-20,23:23:17,2023-10-21,02:23:17,123,km,4.0,Ml
74 km al NO de Lebu,-37.223 ,-74.331,2023-10-20,22:18:47,2023-10-21,01:18:47,15,km,2.6,Ml
39 km al NO de CamiÃ±a,-19.027 ,-69.638,2023-10-20,21:38:26,2023-10-21,00:38:26,94,km,3.1,Ml
75 km al NE de Socaire,-23.174 ,-67.315,2023-10-20,21:17:00,2023-10-21,00:17:00,254,km,3.0,Ml
