evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
63 km al O de Punitaqui,-30.728 ,-71.903,2024-01-10,19:13:58,2024-01-10,22:13:58,11,km,3.8,Ml
60 km al O de Punitaqui,-30.718 ,-71.875,2024-01-10,19:13:13,2024-01-10,22:13:13,10,km,3.3,Ml
4 km al E de Los Andes.,-32.829 ,-70.558,2024-01-10,18:39:10,2024-01-10,21:39:10,98,km,3.2,Ml
34 km al NO de Los Vilos,-31.701 ,-71.773,2024-01-10,14:50:09,2024-01-10,17:50:09,11,km,3.4,Ml
60 km al N de Tocopilla,-21.561 ,-70.272,2024-01-10,12:08:47,2024-01-10,15:08:47,23,km,3.0,Ml
6 km al NE de Pica,-20.442 ,-69.303,2024-01-10,10:46:09,2024-01-10,13:46:09,82,km,3.5,Ml
45 km al SO de Mina Collahuasi,-21.126 ,-68.953,2024-01-10,08:07:17,2024-01-10,11:07:17,91,km,2.8,Ml
89 km al NE de Socaire,-23.162 ,-67.155,2024-01-10,07:23:04,2024-01-10,10:23:04,220,km,3.7,Ml
77 km al SE de Sierra Gorda.,-23.435 ,-68.843,2024-01-10,06:26:22,2024-01-10,09:26:22,99,km,2.9,Ml
43 km al E de Calama,-22.440 ,-68.511,2024-01-10,04:01:07,2024-01-10,07:01:07,114,km,2.6,Ml
12 km al S de Pica,-20.598 ,-69.305,2024-01-10,01:10:17,2024-01-10,04:10:17,100,km,2.5,Ml
69 km al SO de OllagÃ¼e,-21.724 ,-68.649,2024-01-10,01:07:21,2024-01-10,04:07:21,110,km,2.5,Ml
29 km al S de Tongoy,-30.505 ,-71.574,2024-01-09,23:22:36,2024-01-10,02:22:36,36,km,3.3,Ml
