evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al NO de CamiÃ±a,-19.065 ,-69.628,2024-01-19,20:23:17,2024-01-19,23:23:17,85,km,2.9,Ml
63 km al SO de OllagÃ¼e,-21.689 ,-68.608,2024-01-19,15:50:02,2024-01-19,18:50:02,134,km,3.5,Ml
15 km al NE de CuricÃ³,-34.864 ,-71.160,2024-01-19,13:59:56,2024-01-19,16:59:56,103,km,3.2,Ml
30 km al NE de Pica,-20.327 ,-69.106,2024-01-19,13:17:54,2024-01-19,16:17:54,106,km,2.5,Ml
38 km al O de La Serena,-29.800 ,-71.629,2024-01-19,12:46:52,2024-01-19,15:46:52,66,km,4.0,Ml
79 km al SE de Socaire,-24.021 ,-67.271,2024-01-19,12:20:21,2024-01-19,15:20:21,215,km,3.8,Ml
91 km al S de Socaire,-24.393 ,-67.742,2024-01-19,09:38:54,2024-01-19,12:38:54,232,km,3.1,Ml
76 km al NO de Arequipa,-15.882 ,-72.009,2024-01-19,09:19:15,2024-01-19,12:19:15,158,km,4.7,Mw
16 km al NO de El Tabo,-33.337 ,-71.767,2024-01-19,09:07:41,2024-01-19,12:07:41,38,km,3.1,Ml
112 km al SE de Mina La Escondida.,-24.761 ,-68.088,2024-01-19,06:41:00,2024-01-19,09:41:00,146,km,5.1,Mw
60 km al N de Taltal,-24.878 ,-70.359,2024-01-19,06:03:23,2024-01-19,09:03:23,55,km,3.6,Ml
65 km al NE de Calama,-21.931 ,-68.684,2024-01-19,05:09:17,2024-01-19,08:09:17,127,km,3.1,Ml
101 km al SE de Socaire,-24.148 ,-67.104,2024-01-19,02:18:02,2024-01-19,05:18:02,172,km,2.7,Ml
114 km al E de Socaire,-23.817 ,-66.799,2024-01-19,01:18:33,2024-01-19,04:18:33,195,km,2.8,Ml
72 km al SO de OllagÃ¼e,-21.719 ,-68.710,2024-01-19,00:31:59,2024-01-19,03:31:59,108,km,3.7,Ml
28 km al NE de Sierra Gorda.,-22.760 ,-69.090,2024-01-19,00:27:23,2024-01-19,03:27:23,113,km,2.6,Ml
