evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
47 km al S de Mina Collahuasi,-21.243 ,-68.728,2024-01-29,20:40:07,2024-01-29,23:40:07,99,km,2.7,Ml
10 km al S de Punitaqui,-30.921 ,-71.275,2024-01-29,18:25:30,2024-01-29,21:25:30,60,km,2.6,Mlv
54 km al E de Rancagua,-34.114 ,-70.153,2024-01-29,13:40:29,2024-01-29,16:40:29,18,km,2.9,Ml
19 km al N de San Pedro de Atacama,-22.752 ,-68.186,2024-01-29,10:26:20,2024-01-29,13:26:20,147,km,3.8,Ml
106 km al N de Tocopilla,-21.167 ,-70.448,2024-01-29,08:56:02,2024-01-29,11:56:02,52,km,3.0,Ml
27 km al N de Mina La Escondida.,-24.036 ,-69.133,2024-01-29,08:31:46,2024-01-29,11:31:46,91,km,2.5,Ml
58 km al O de Taltal,-25.533 ,-71.045,2024-01-29,05:50:37,2024-01-29,08:50:37,26,km,3.6,Ml
50 km al S de Mina Collahuasi,-21.268 ,-68.772,2024-01-29,05:20:00,2024-01-29,08:20:00,116,km,2.6,Ml
33 km al S de Mina Collahuasi,-21.126 ,-68.692,2024-01-29,04:47:49,2024-01-29,07:47:49,110,km,2.6,Ml
70 km al E de Tierra Amarilla,-27.589 ,-69.568,2024-01-29,03:22:46,2024-01-29,06:22:46,112,km,2.8,Ml
222 km al O de Puerto Ays̩n,-46.136 ,-75.360,2024-01-29,03:00:31,2024-01-29,06:00:31,16,km,2.8,Ml
53 km al S de Pica,-20.945 ,-69.185,2024-01-29,00:56:21,2024-01-29,03:56:21,87,km,3.1,Ml
36 km al SO de San Jos̩ de Maipo,-33.836 ,-70.669,2024-01-29,00:38:31,2024-01-29,03:38:31,98,km,3.5,Ml
45 km al E de Los Andes.,-32.663 ,-70.163,2024-01-28,23:16:07,2024-01-29,02:16:07,127,km,2.9,Ml
27 km al SO de Calama,-22.599 ,-69.152,2024-01-28,22:49:39,2024-01-29,01:49:39,110,km,3.8,Ml
