evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
10 km al SO de Cuya,-19.236 ,-70.234,2023-07-15,18:58:54,2023-07-15,22:58:54,54,km,2.8,Ml
45 km al SE de Cami̱a,-19.626 ,-69.155,2023-07-15,13:57:50,2023-07-15,17:57:50,104,km,2.9,Ml
51 km al NE de Calama,-22.208 ,-68.524,2023-07-15,13:41:15,2023-07-15,17:41:15,106,km,2.5,Ml
38 km al SE de Pica,-20.763 ,-69.111,2023-07-15,12:08:37,2023-07-15,16:08:37,109,km,2.7,Ml
59 km al O de La Serena,-29.818 ,-71.858,2023-07-15,11:58:41,2023-07-15,15:58:41,30,km,2.9,Ml
63 km al SE de Socaire,-24.039 ,-67.507,2023-07-15,11:25:33,2023-07-15,15:25:33,269,km,3.3,Ml
12 km al SE de Entre Lagos,-40.771 ,-72.510,2023-07-15,10:17:13,2023-07-15,14:17:13,98,km,3.5,Ml
44 km al NE de Pica,-20.142 ,-69.137,2023-07-15,07:22:10,2023-07-15,11:22:10,120,km,3.6,Ml
44 km al O de Mina Collahuasi,-20.883 ,-69.074,2023-07-15,07:05:07,2023-07-15,11:05:07,109,km,2.7,Ml
45 km al S de Pica,-20.890 ,-69.357,2023-07-15,06:35:29,2023-07-15,10:35:29,80,km,2.8,Ml
35 km al E de Temuco,-38.686 ,-72.196,2023-07-15,04:51:57,2023-07-15,08:51:57,77,km,2.7,Ml
37 km al O de La Serena,-29.781 ,-71.604,2023-07-15,04:49:34,2023-07-15,08:49:34,35,km,2.8,Ml
41 km al NE de Calama,-22.187 ,-68.673,2023-07-15,04:13:42,2023-07-15,08:13:42,126,km,2.7,Ml
24 km al NO de Sierra Gorda.,-22.781 ,-69.512,2023-07-15,03:33:57,2023-07-15,07:33:57,76,km,3.4,Ml
89 km al SE de Socaire,-24.337 ,-67.576,2023-07-15,00:39:05,2023-07-15,04:39:05,214,km,3.6,Ml
75 km al N de Huasco,-27.816 ,-71.410,2023-07-14,23:22:06,2023-07-15,03:22:06,32,km,2.7,Ml
40 km al NE de Pica,-20.166 ,-69.175,2023-07-14,22:43:17,2023-07-15,02:43:17,95,km,3.0,Ml
78 km al E de Alto del Carmen,-28.711 ,-69.693,2023-07-14,22:00:16,2023-07-15,02:00:16,118,km,3.7,Ml
73 km al SE de Socaire,-24.159 ,-67.541,2023-07-14,20:53:59,2023-07-15,00:53:59,229,km,3.8,Ml
54 km al E de Sierra Gorda.,-23.037 ,-68.809,2023-07-14,20:08:46,2023-07-15,00:08:46,99,km,2.6,Ml
