evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
43 km al NO de ValparaÃ­so,-32.698 ,-71.799,2023-07-28,16:18:20,2023-07-28,20:18:20,24,km,3.4,Ml
95 km al NE de Paihuano,-29.594 ,-69.664,2023-07-28,15:35:37,2023-07-28,19:35:37,142,km,2.9,Ml
103 km al SE de Socaire,-24.440 ,-67.488,2023-07-28,13:29:30,2023-07-28,17:29:30,195,km,3.8,Ml
18 km al N de Salamanca,-31.618 ,-70.961,2023-07-28,09:09:40,2023-07-28,13:09:40,58,km,2.8,Ml
25 km al E de ConcepciÃ³n,-36.845 ,-72.773,2023-07-28,06:55:11,2023-07-28,10:55:11,32,km,2.7,Ml
76 km al SE de Socaire,-24.159 ,-67.476,2023-07-28,04:25:10,2023-07-28,08:25:10,199,km,3.4,Ml
28 km al O de Vallenar,-28.681 ,-71.017,2023-07-28,04:05:20,2023-07-28,08:05:20,50,km,2.5,Ml
107 km al SE de Socaire,-24.411 ,-67.348,2023-07-28,03:52:35,2023-07-28,07:52:35,182,km,3.2,Ml
28 km al SO de San Pedro de Atacama,-23.078 ,-68.413,2023-07-28,03:40:10,2023-07-28,07:40:10,114,km,2.6,Ml
94 km al SE de Socaire,-24.360 ,-67.500,2023-07-28,02:23:43,2023-07-28,06:23:43,198,km,2.8,Ml
20 km al SE de Pica,-20.645 ,-69.224,2023-07-28,01:46:28,2023-07-28,05:46:28,78,km,2.6,Ml
63 km al O de Tongoy,-30.120 ,-72.128,2023-07-28,00:48:53,2023-07-28,04:48:53,37,km,3.2,Ml
41 km al O de Punitaqui,-30.767 ,-71.685,2023-07-27,23:08:42,2023-07-28,03:08:42,38,km,2.5,Ml
55 km al S de Tocopilla,-22.587 ,-70.259,2023-07-27,22:36:18,2023-07-28,02:36:18,70,km,3.7,Ml
20 km al SO de Los Vilos,-32.081 ,-71.589,2023-07-27,22:05:22,2023-07-28,02:05:22,38,km,2.5,Ml
96 km al NE de San Pedro de Atacama,-22.255 ,-67.611,2023-07-27,21:46:00,2023-07-28,01:46:00,205,km,3.3,Ml
113 km al SE de Socaire,-24.254 ,-67.044,2023-07-27,21:01:48,2023-07-28,01:01:48,192,km,3.1,Ml
