evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
42 km al SO de Mina Collahuasi,-21.118 ,-68.920,2023-07-19,18:50:26,2023-07-19,22:50:26,107,km,2.7,Ml
21 km al NO de Mina Los Pelambres,-31.679 ,-70.726,2023-07-19,18:01:06,2023-07-19,22:01:06,16,km,2.8,Ml
15 km al N de Farellones,-33.220 ,-70.363,2023-07-19,16:57:52,2023-07-19,20:57:52,102,km,3.5,Ml
65 km al SE de Socaire,-24.122 ,-67.615,2023-07-19,16:26:43,2023-07-19,20:26:43,237,km,3.5,Ml
73 km al NE de Pica,-19.890 ,-69.039,2023-07-19,15:53:30,2023-07-19,19:53:30,100,km,3.1,Ml
31 km al S de Mina La Escondida.,-24.545 ,-69.068,2023-07-19,15:47:02,2023-07-19,19:47:02,113,km,3.2,Ml
67 km al SE de Socaire,-23.971 ,-67.384,2023-07-19,15:07:08,2023-07-19,19:07:08,236,km,3.8,Ml
104 km al E de Alto del Carmen,-29.106 ,-69.497,2023-07-19,14:52:33,2023-07-19,18:52:33,131,km,4.0,Ml
55 km al O de Tongoy,-30.308 ,-72.066,2023-07-19,09:10:13,2023-07-19,13:10:13,36,km,2.8,Ml
10 km al E de Tierra Amarilla,-27.476 ,-70.165,2023-07-19,06:54:00,2023-07-19,10:54:00,84,km,3.7,Ml
98 km al NE de Alto del Carmen,-28.219 ,-69.700,2023-07-19,06:46:01,2023-07-19,10:46:01,93,km,2.5,Ml
3 km al O de Tongoy,-30.257 ,-71.527,2023-07-19,04:07:35,2023-07-19,08:07:35,48,km,3.6,Ml
25 km al E de Las Cabras,-34.329 ,-71.033,2023-07-19,02:27:50,2023-07-19,06:27:50,84,km,2.5,Ml
72 km al NE de Calama,-21.909 ,-68.578,2023-07-19,02:27:44,2023-07-19,06:27:44,112,km,3.3,Ml
45 km al N de Huasco,-28.077 ,-71.094,2023-07-19,01:58:41,2023-07-19,05:58:41,33,km,2.7,Ml
93 km al SE de Socaire,-24.146 ,-67.202,2023-07-19,01:38:43,2023-07-19,05:38:43,230,km,3.6,Ml
31 km al NE de Sierra Gorda.,-22.770 ,-69.047,2023-07-19,01:25:20,2023-07-19,05:25:20,96,km,2.8,Ml
30 km al SE de Pica,-20.628 ,-69.078,2023-07-19,00:48:58,2023-07-19,04:48:58,116,km,3.2,Ml
41 km al SO de Mina Collahuasi,-20.991 ,-69.010,2023-07-18,23:55:41,2023-07-19,03:55:41,110,km,2.5,Ml
16 km al O de Andacollo,-30.232 ,-71.254,2023-07-18,21:42:27,2023-07-19,01:42:27,56,km,2.6,Ml
