evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
66 km al NE de San Pedro de Atacama,-22.505 ,-67.736,2024-06-25,19:31:28,2024-06-25,23:31:28,170,km,2.7,Ml
19 km al O de Los Vilos,-31.966 ,-71.701,2024-06-25,18:36:24,2024-06-25,22:36:24,51,km,4.0,Ml
45 km al S de Pica,-20.873 ,-69.180,2024-06-25,18:36:16,2024-06-25,22:36:16,108,km,2.9,Ml
39 km al NE de Calama,-22.237 ,-68.651,2024-06-25,15:03:18,2024-06-25,19:03:18,118,km,3.5,Ml
4 km al O de Caldera,-27.053 ,-70.859,2024-06-25,14:39:15,2024-06-25,18:39:15,25,km,2.7,Mlh
41 km al S de Calama,-22.836 ,-68.902,2024-06-25,12:21:53,2024-06-25,16:21:53,106,km,4.1,Ml
7 km al N de San Fernando,-34.525 ,-70.997,2024-06-25,12:13:32,2024-06-25,16:13:32,53,km,2.5,Ml
65 km al SO de Mina Collahuasi,-21.183 ,-69.157,2024-06-25,11:59:27,2024-06-25,15:59:27,95,km,2.5,Ml
119 km al NE de Socaire,-23.120 ,-66.844,2024-06-25,08:55:31,2024-06-25,12:55:31,291,km,3.8,Ml
112 km al NO de Carrizal Bajo,-27.391 ,-71.972,2024-06-25,08:28:02,2024-06-25,12:28:02,40,km,3.3,Ml
7 km al SO de La Higuera,-29.572 ,-71.233,2024-06-25,07:39:50,2024-06-25,11:39:50,53,km,3.6,Ml
43 km al NO de Navidad,-33.685 ,-72.159,2024-06-25,05:30:50,2024-06-25,09:30:50,42,km,2.5,Ml
30 km al N de Mina Los Pelambres,-31.567 ,-70.667,2024-06-25,05:02:07,2024-06-25,09:02:07,108,km,3.8,Ml
61 km al SE de Sierra Gorda,-23.354 ,-69.009,2024-06-25,04:35:10,2024-06-25,08:35:10,93,km,3.1,Ml
23 km al E de Calama,-22.486 ,-68.703,2024-06-25,03:50:00,2024-06-25,07:50:00,98,km,3.0,Ml
45 km al O de OllagÃ¼e,-21.312 ,-68.674,2024-06-25,03:26:28,2024-06-25,07:26:28,117,km,2.8,Ml
51 km al SO de Caldera,-27.492 ,-71.029,2024-06-25,01:05:14,2024-06-25,05:05:14,58,km,2.6,Ml
55 km al NE de Carrizal Bajo,-27.636 ,-70.908,2024-06-25,00:56:40,2024-06-25,04:56:40,71,km,2.8,Ml
81 km al NO de San Antonio de los Cobres,-23.905 ,-67.039,2024-06-24,23:49:41,2024-06-25,03:49:41,224,km,3.7,Ml
25 km al E de OllagÃ¼e,-21.236 ,-68.010,2024-06-24,22:33:27,2024-06-25,02:33:27,184,km,3.0,Ml
95 km al N de El Salvador,-25.445 ,-69.295,2024-06-24,21:35:10,2024-06-25,01:35:10,97,km,2.8,Ml
25 km al E de Carrizal Bajo,-28.129 ,-70.901,2024-06-24,21:27:26,2024-06-25,01:27:26,60,km,3.3,Ml
80 km al SE de Socaire,-24.015 ,-67.254,2024-06-24,20:33:01,2024-06-25,00:33:01,205,km,2.7,Ml
45 km al NO de Quintero,-32.522 ,-71.894,2024-06-24,20:10:58,2024-06-25,00:10:58,24,km,3.4,Ml
