evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
17 km al S de Cabrero,-37.187 ,-72.446,2024-11-29,19:41:30,2024-11-29,22:41:30,42,km,3.0,Ml
38 km al SE de Pica,-20.786 ,-69.138,2024-11-29,19:00:49,2024-11-29,22:00:49,109,km,2.5,Ml
26 km al N de Tocopilla,-21.860 ,-70.176,2024-11-29,17:26:03,2024-11-29,20:26:03,63,km,2.5,Ml
46 km al O de OllagÃ¼e,-21.346 ,-68.680,2024-11-29,16:44:27,2024-11-29,19:44:27,120,km,2.8,Ml
26 km al SO de Mina Collahuasi,-20.998 ,-68.831,2024-11-29,16:01:45,2024-11-29,19:01:45,105,km,3.5,Ml
19 km al O de Andacollo,-30.285 ,-71.275,2024-11-29,15:57:35,2024-11-29,18:57:35,57,km,3.3,Ml
63 km al S de OllagÃ¼e,-21.768 ,-68.425,2024-11-29,15:35:17,2024-11-29,18:35:17,115,km,3.0,Ml
36 km al NO de Quintero,-32.541 ,-71.792,2024-11-29,15:17:34,2024-11-29,18:17:34,33,km,2.8,Ml
25 km al N de CamiÃ±a,-19.086 ,-69.403,2024-11-29,09:22:01,2024-11-29,12:22:01,78,km,2.9,Ml
19 km al O de Punitaqui,-30.882 ,-71.448,2024-11-29,07:38:49,2024-11-29,10:38:49,56,km,3.2,Ml
65 km al SO de OllagÃ¼e,-21.747 ,-68.529,2024-11-29,06:25:50,2024-11-29,09:25:50,114,km,2.5,Ml
15 km al NE de Osorno,-40.466 ,-73.037,2024-11-29,05:36:44,2024-11-29,08:36:44,20,km,2.9,Ml
65 km al SO de OllagÃ¼e,-21.621 ,-68.715,2024-11-29,04:56:22,2024-11-29,07:56:22,118,km,3.3,Ml
84 km al O de Cuya,-19.066 ,-70.969,2024-11-29,02:55:38,2024-11-29,05:55:38,11,km,3.1,Ml
23 km al N de Farellones,-33.145 ,-70.321,2024-11-29,00:07:06,2024-11-29,03:07:06,96,km,3.4,Ml
18 km al NE de Cabo Raper,-46.648 ,-75.556,2024-11-28,22:13:33,2024-11-29,01:13:33,27,km,2.9,Ml
44 km al N de Punta de Choros,-28.852 ,-71.492,2024-11-28,22:13:11,2024-11-29,01:13:11,41,km,3.5,Ml
