evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
8 km al NE de Illapel,-31.576 ,-71.113,2023-11-10,15:30:31,2023-11-10,18:30:31,59,km,2.7,Ml
63 km al E de Alto del Carmen,-28.609 ,-69.859,2023-11-10,14:29:55,2023-11-10,17:29:55,106,km,4.3,Mw
69 km al N de Tocopilla,-21.509 ,-70.431,2023-11-10,13:28:17,2023-11-10,16:28:17,51,km,3.6,Ml
23 km al NO de Mina Collahuasi,-20.694 ,-68.827,2023-11-10,12:58:07,2023-11-10,15:58:07,100,km,3.6,Ml
41 km al SO de Huasco,-28.790 ,-71.419,2023-11-10,12:27:39,2023-11-10,15:27:39,51,km,4.7,Mw
50 km al N de San Pedro de Atacama,-22.471 ,-68.160,2023-11-10,10:37:52,2023-11-10,13:37:52,160,km,2.9,Ml
11 km al NE de Futrono,-40.058 ,-72.291,2023-11-10,09:18:17,2023-11-10,12:18:17,108,km,3.2,Ml
108 km al NO de Pichilemu,-33.943 ,-73.051,2023-11-10,08:03:27,2023-11-10,11:03:27,22,km,2.7,Ml
43 km al S de Pica,-20.872 ,-69.415,2023-11-10,06:49:25,2023-11-10,09:49:25,95,km,3.4,Ml
23 km al S de Punitaqui,-31.033 ,-71.288,2023-11-10,03:54:01,2023-11-10,06:54:01,62,km,3.3,Ml
35 km al N de ValparaÃ­so,-32.739 ,-71.675,2023-11-10,03:33:07,2023-11-10,06:33:07,34,km,2.6,Ml
48 km al SE de Pica,-20.889 ,-69.151,2023-11-10,00:02:37,2023-11-10,03:02:37,109,km,2.6,Ml
