evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
42 km al N de Cobquecura,-35.751 ,-72.811,2023-11-28,20:19:53,2023-11-28,23:19:53,30,km,3.5,Ml
27 km al O de Huasco,-28.384 ,-71.479,2023-11-28,18:02:26,2023-11-28,21:02:26,18,km,3.3,Ml
46 km al SO de Los Vilos,-32.157 ,-71.901,2023-11-28,16:21:54,2023-11-28,19:21:54,28,km,2.8,Ml
70 km al E de Alto del Carmen,-28.938 ,-69.792,2023-11-28,15:04:11,2023-11-28,18:04:11,123,km,3.1,Ml
44 km al SO de Los Vilos,-32.145 ,-71.893,2023-11-28,13:59:36,2023-11-28,16:59:36,22,km,2.8,Ml
45 km al SO de Los Vilos,-32.146 ,-71.901,2023-11-28,13:46:32,2023-11-28,16:46:32,17,km,2.7,Ml
47 km al SO de Los Vilos,-32.155 ,-71.915,2023-11-28,13:43:39,2023-11-28,16:43:39,24,km,3.2,Ml
45 km al SO de Los Vilos,-32.135 ,-71.903,2023-11-28,13:35:26,2023-11-28,16:35:26,20,km,3.1,Ml
17 km al SO de Rancagua,-34.277 ,-70.863,2023-11-28,13:29:19,2023-11-28,16:29:19,89,km,3.0,Ml
29 km al E de El Salvador,-26.147 ,-69.348,2023-11-28,12:25:37,2023-11-28,15:25:37,5,km,3.0,Ml
28 km al SE de Los Vilos,-32.152 ,-71.411,2023-11-28,12:05:39,2023-11-28,15:05:39,47,km,2.9,Ml
41 km al NO de CamiÃ±a,-18.983 ,-69.594,2023-11-28,11:50:24,2023-11-28,14:50:24,119,km,2.8,Ml
8 km al S de Cuya,-19.226 ,-70.155,2023-11-28,11:22:55,2023-11-28,14:22:55,52,km,2.9,Ml
53 km al SO de Los Vilos,-32.220 ,-71.935,2023-11-28,09:31:12,2023-11-28,12:31:12,20,km,3.8,Ml
24 km al SO de Antuco,-37.458 ,-71.890,2023-11-28,03:43:49,2023-11-28,06:43:49,130,km,3.1,Ml
42 km al SO de Tongoy,-30.441 ,-71.876,2023-11-28,03:14:28,2023-11-28,06:14:28,50,km,3.1,Ml
28 km al S de Los Vilos,-32.153 ,-71.428,2023-11-28,02:38:18,2023-11-28,05:38:18,54,km,4.7,Mw
40 km al NO de ValparaÃ­so,-32.762 ,-71.881,2023-11-28,01:28:24,2023-11-28,04:28:24,18,km,2.5,Ml
11 km al SE de Mina Los Pelambres,-31.919 ,-70.543,2023-11-27,21:43:09,2023-11-28,00:43:09,112,km,3.7,Ml
