evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
99 km al SE de Socaire,-24.302 ,-67.308,2023-11-03,19:41:36,2023-11-03,22:41:36,182,km,3.9,Ml
45 km al E de Los Andes.,-32.657 ,-70.165,2023-11-03,18:00:24,2023-11-03,21:00:24,117,km,2.9,Ml
18 km al SE de Calama,-22.618 ,-68.867,2023-11-03,10:10:53,2023-11-03,13:10:53,99,km,2.5,Ml
61 km al N de Pica,-19.962 ,-69.174,2023-11-03,09:39:58,2023-11-03,12:39:58,97,km,2.6,Ml
72 km al NE de Calama,-21.869 ,-68.677,2023-11-03,06:44:53,2023-11-03,09:44:53,118,km,3.4,Ml
24 km al SO de Huasco,-28.654 ,-71.347,2023-11-03,04:59:34,2023-11-03,07:59:34,50,km,3.0,Ml
38 km al NO de Tongoy,-30.095 ,-71.838,2023-11-03,04:37:41,2023-11-03,07:37:41,56,km,4.9,Mw
42 km al O de Fresia,-41.256 ,-73.902,2023-11-03,04:30:22,2023-11-03,07:30:22,50,km,3.0,Ml
132 km al O de Cobquecura,-35.609 ,-74.106,2023-11-03,02:29:11,2023-11-03,05:29:11,26,km,2.8,Ml
33 km al O de La Serena,-29.818 ,-71.582,2023-11-03,00:47:30,2023-11-03,03:47:30,41,km,2.9,Ml
33 km al O de Mina Collahuasi,-20.900 ,-68.963,2023-11-02,22:10:12,2023-11-03,01:10:12,101,km,3.6,Ml
28 km al N de Los Vilos,-31.659 ,-71.530,2023-11-02,21:25:11,2023-11-03,00:25:11,33,km,2.9,Ml
