evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
43 km al NE de Calama,-22.144 ,-68.709,2024-12-05,17:35:10,2024-12-05,20:35:10,124,km,2.9,Ml
53 km al NO de Parque Fray Jorge,-30.395 ,-72.146,2024-12-05,16:18:21,2024-12-05,19:18:21,41,km,3.1,Ml
58 km al SO de OllagÃ¼e,-21.673 ,-68.542,2024-12-05,13:44:23,2024-12-05,16:44:23,123,km,3.3,Ml
59 km al SO de Mina Collahuasi,-21.304 ,-68.907,2024-12-05,13:29:46,2024-12-05,16:29:46,109,km,2.9,Ml
20 km al NO de Quillagua,-21.580 ,-69.713,2024-12-05,11:55:47,2024-12-05,14:55:47,86,km,2.8,Ml
87 km al SE de Socaire,-24.079 ,-67.228,2024-12-05,11:45:49,2024-12-05,14:45:49,202,km,3.3,Ml
43 km al SO de Mina Collahuasi,-21.097 ,-68.953,2024-12-05,11:25:52,2024-12-05,14:25:52,112,km,2.7,Ml
42 km al N de CamiÃ±a,-18.952 ,-69.308,2024-12-05,11:08:19,2024-12-05,14:08:19,109,km,2.6,Ml
97 km al NO de San Antonio de los Cobres,-23.516 ,-66.876,2024-12-05,10:39:51,2024-12-05,13:39:51,240,km,5.4,Mw
46 km al SO de Mina Collahuasi,-21.189 ,-68.867,2024-12-05,10:36:01,2024-12-05,13:36:01,112,km,2.6,Ml
61 km al O de Canela Baja,-31.475 ,-72.098,2024-12-05,08:21:18,2024-12-05,11:21:18,12,km,3.8,Ml
108 km al S de Ilo,-18.619 ,-71.365,2024-12-05,08:15:44,2024-12-05,11:15:44,30,km,2.9,Ml
60 km al NE de Quillagua,-21.390 ,-69.029,2024-12-05,08:01:33,2024-12-05,11:01:33,102,km,2.8,Ml
104 km al O de Arica,-18.620 ,-71.300,2024-12-05,07:41:21,2024-12-05,10:41:21,20,km,4.3,Mw
17 km al S de Punitaqui,-30.976 ,-71.300,2024-12-05,05:40:49,2024-12-05,08:40:49,63,km,2.7,Ml
3 km al NE de Parque Fray Jorge,-30.641 ,-71.666,2024-12-05,05:27:48,2024-12-05,08:27:48,35,km,2.5,Ml
92 km al O de Arica,-18.642 ,-71.179,2024-12-05,04:45:42,2024-12-05,07:45:42,15,km,3.4,Ml
14 km al N de Panguipulli,-39.522 ,-72.362,2024-12-05,04:43:51,2024-12-05,07:43:51,96,km,3.1,Ml
42 km al SE de Calama,-22.694 ,-68.604,2024-12-05,04:00:48,2024-12-05,07:00:48,126,km,2.5,Ml
10 km al O de BahÃ­a Mansa,-40.587 ,-73.849,2024-12-05,03:14:55,2024-12-05,06:14:55,6,km,2.7,Ml
64 km al SE de Socaire,-23.967 ,-67.418,2024-12-04,22:37:41,2024-12-05,01:37:41,257,km,2.8,Ml
10 km al E de Mina Los Pelambres,-31.789 ,-70.484,2024-12-04,22:16:18,2024-12-05,01:16:18,105,km,2.9,Ml
30 km al O de Pichidangui,-32.166 ,-71.843,2024-12-04,22:05:43,2024-12-05,01:05:43,24,km,3.0,Ml
20 km al N de Putre,-18.020 ,-69.509,2024-12-04,21:50:28,2024-12-05,00:50:28,134,km,4.1,Ml
