evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
37 km al SO de Tierra Amarilla,-27.658 ,-70.583,2023-03-31,20:25:31,2023-03-31,23:25:31,35,km,2.7,Ml
54 km al SO de Colchane.,-19.634 ,-68.984,2023-03-31,18:14:42,2023-03-31,21:14:42,114,km,2.8,Ml
57 km al NE de Calama,-22.042 ,-68.621,2023-03-31,17:03:48,2023-03-31,20:03:48,120,km,3.2,Ml
43 km al N de Mina La Escondida.,-23.883 ,-69.003,2023-03-31,16:08:58,2023-03-31,19:08:58,96,km,3.6,Ml
77 km al NE de San Pedro de Atacama,-22.306 ,-67.845,2023-03-31,11:52:23,2023-03-31,14:52:23,203,km,3.5,Ml
59 km al O de OllagÃ¼e,-21.379 ,-68.801,2023-03-31,10:49:49,2023-03-31,13:49:49,114,km,2.7,Ml
71 km al NE de Taltal,-24.833 ,-70.190,2023-03-31,07:46:22,2023-03-31,10:46:22,54,km,5.3,Mw
86 km al NO de Cobquecura,-35.660 ,-73.543,2023-03-31,06:41:07,2023-03-31,09:41:07,35,km,2.6,Ml
78 km al NO de Cobquecura,-35.700 ,-73.475,2023-03-31,06:24:13,2023-03-31,09:24:13,35,km,3.2,Ml
48 km al O de El Tabo,-33.479 ,-72.188,2023-03-31,06:15:18,2023-03-31,09:15:18,39,km,3.5,Ml
26 km al NO de Mina Collahuasi,-20.683 ,-68.856,2023-03-31,05:30:34,2023-03-31,08:30:34,102,km,2.7,Ml
44 km al N de Huasco,-28.081 ,-71.327,2023-03-31,05:16:21,2023-03-31,08:16:21,34,km,3.1,Ml
51 km al N de Huasco,-28.036 ,-71.393,2023-03-31,05:13:35,2023-03-31,08:13:35,28,km,3.3,Ml
29 km al E de Talca,-35.523 ,-71.369,2023-03-31,05:01:46,2023-03-31,08:01:46,96,km,2.5,Ml
81 km al NO de Cobquecura,-35.747 ,-73.555,2023-03-31,04:54:51,2023-03-31,07:54:51,28,km,3.1,Ml
83 km al NO de Cobquecura,-35.723 ,-73.571,2023-03-31,04:44:40,2023-03-31,07:44:40,32,km,2.9,Ml
20 km al S de Punitaqui,-31.012 ,-71.272,2023-03-30,23:19:21,2023-03-31,02:19:21,62,km,2.6,Ml
40 km al O de OllagÃ¼e,-21.267 ,-68.637,2023-03-30,21:58:06,2023-03-31,00:58:06,109,km,2.7,Ml
45 km al NO de Los Vilos,-31.654 ,-71.872,2023-03-30,21:17:11,2023-03-31,00:17:11,15,km,2.8,Ml
157 km al O de Pichilemu,-34.409 ,-73.718,2023-03-30,21:15:19,2023-03-31,00:15:19,25,km,2.9,Ml
