evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al N de San Pedro de Atacama,-22.544 ,-68.054,2024-05-19,19:29:48,2024-05-19,23:29:48,191,km,3.1,Ml
43 km al O de La Ligua,-32.521 ,-71.678,2024-05-19,18:07:21,2024-05-19,22:07:21,36,km,2.6,Ml
59 km al S de Alto Hospicio,-20.800 ,-70.046,2024-05-19,16:17:14,2024-05-19,20:17:14,47,km,3.9,Ml
12 km al NE de Casablanca,-33.263 ,-71.303,2024-05-19,10:31:37,2024-05-19,14:31:37,56,km,2.8,Ml
42 km al NE de Los Andes.,-32.590 ,-70.261,2024-05-19,08:38:44,2024-05-19,12:38:44,121,km,3.4,Ml
74 km al SE de Socaire,-24.209 ,-67.627,2024-05-19,08:38:37,2024-05-19,12:38:37,214,km,3.3,Ml
95 km al SE de Socaire,-24.267 ,-67.313,2024-05-19,08:19:34,2024-05-19,12:19:34,200,km,4.4,Ml
27 km al NO de TirÃºa,-38.207 ,-73.747,2024-05-19,07:05:11,2024-05-19,11:05:11,9,km,2.7,Ml
120 km al NE de Socaire,-22.888 ,-66.996,2024-05-19,06:48:54,2024-05-19,10:48:54,295,km,3.2,Ml
86 km al SE de Socaire,-24.204 ,-67.380,2024-05-19,05:59:44,2024-05-19,09:59:44,210,km,3.0,Ml
94 km al SE de Alto del Carmen,-29.198 ,-69.656,2024-05-19,05:30:29,2024-05-19,09:30:29,126,km,3.6,Ml
23 km al S de VichuquÃ©n,-35.086 ,-71.933,2024-05-19,05:26:03,2024-05-19,09:26:03,49,km,3.2,Ml
47 km al NE de Pica,-20.105 ,-69.140,2024-05-19,05:15:26,2024-05-19,09:15:26,107,km,2.5,Ml
68 km al S de Socaire,-24.198 ,-67.880,2024-05-19,04:20:42,2024-05-19,08:20:42,254,km,3.4,Ml
34 km al O de Mina Collahuasi,-20.905 ,-68.969,2024-05-19,03:53:26,2024-05-19,07:53:26,113,km,2.6,Ml
66 km al SO de OllagÃ¼e,-21.712 ,-68.611,2024-05-19,02:43:32,2024-05-19,06:43:32,130,km,2.7,Ml
27 km al N de Huasco,-28.227 ,-71.258,2024-05-19,02:41:27,2024-05-19,06:41:27,49,km,2.5,Ml
40 km al N de Mina Los Pelambres,-31.471 ,-70.510,2024-05-19,01:16:44,2024-05-19,05:16:44,120,km,3.4,Ml
46 km al NE de Pozo Almonte,-19.948 ,-69.500,2024-05-19,00:15:54,2024-05-19,04:15:54,106,km,2.5,Ml
100 km al SE de OllagÃ¼e,-21.855 ,-67.568,2024-05-18,23:37:16,2024-05-19,03:37:16,212,km,2.5,Ml
47 km al O de Mina Collahuasi,-20.893 ,-69.106,2024-05-18,23:19:37,2024-05-19,03:19:37,107,km,2.6,Ml
54 km al O de La Ligua,-32.487 ,-71.806,2024-05-18,22:43:58,2024-05-19,02:43:58,24,km,2.5,Ml
35 km al N de San Pedro de Atacama,-22.620 ,-68.291,2024-05-18,20:47:06,2024-05-19,00:47:06,132,km,3.2,M
