evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
60 km al SO de Alto Hospicio,-20.630 ,-70.534,2023-06-16,19:48:21,2023-06-16,23:48:21,43,km,4.1,Ml
19 km al NE de ConcepciÃ³n,-36.731 ,-72.873,2023-06-16,19:20:06,2023-06-16,23:20:06,40,km,2.8,Ml
134 km al NE de Socaire,-22.908 ,-66.814,2023-06-16,19:03:05,2023-06-16,23:03:05,242,km,3.1,Ml
37 km al S de Sierra Gorda.,-23.215 ,-69.193,2023-06-16,17:30:38,2023-06-16,21:30:38,90,km,3.1,Ml
28 km al SO de Calama,-22.617 ,-69.147,2023-06-16,17:25:06,2023-06-16,21:25:06,128,km,2.5,Ml
34 km al NE de Calama,-22.252 ,-68.698,2023-06-16,16:31:43,2023-06-16,20:31:43,103,km,2.5,Ml
39 km al O de ValparaÃ­so,-33.040 ,-72.029,2023-06-16,15:19:41,2023-06-16,19:19:41,20,km,3.5,Ml
103 km al NE de Socaire,-22.996 ,-67.120,2023-06-16,14:51:15,2023-06-16,18:51:15,249,km,3.2,Ml
19 km al NE de Rancagua,-34.022 ,-70.623,2023-06-16,14:19:33,2023-06-16,18:19:33,112,km,2.9,Ml
65 km al O de Tongoy,-30.494 ,-72.118,2023-06-16,13:50:49,2023-06-16,17:50:49,35,km,3.0,Ml
58 km al O de Tongoy,-30.474 ,-72.046,2023-06-16,13:35:54,2023-06-16,17:35:54,34,km,2.8,Ml
26 km al E de Calama,-22.384 ,-68.694,2023-06-16,13:03:30,2023-06-16,17:03:30,105,km,3.1,Ml
42 km al O de La Serena,-29.882 ,-71.683,2023-06-16,12:46:12,2023-06-16,16:46:12,32,km,2.8,Ml
60 km al SE de Socaire,-24.090 ,-67.657,2023-06-16,10:08:08,2023-06-16,14:08:08,208,km,2.7,Ml
57 km al SO de OllagÃ¼e,-21.643 ,-68.568,2023-06-16,09:52:37,2023-06-16,13:52:37,119,km,3.0,Ml
102 km al SE de Socaire,-24.267 ,-67.216,2023-06-16,08:58:25,2023-06-16,12:58:25,196,km,4.8,Mw
32 km al S de OllagÃ¼e,-21.497 ,-68.146,2023-06-16,08:56:09,2023-06-16,12:56:09,143,km,2.8,Ml
48 km al E de Mina Los Pelambres,-31.801 ,-70.079,2023-06-16,08:19:32,2023-06-16,12:19:32,161,km,3.0,Ml
56 km al SO de Tongoy,-30.496 ,-72.008,2023-06-16,07:39:35,2023-06-16,11:39:35,34,km,2.5,Ml
66 km al O de Tongoy,-30.475 ,-72.133,2023-06-16,07:29:28,2023-06-16,11:29:28,36,km,2.9,Ml
25 km al SO de OllagÃ¼e,-21.389 ,-68.415,2023-06-16,07:19:26,2023-06-16,11:19:26,139,km,3.1,Ml
74 km al O de Tongoy,-30.466 ,-72.222,2023-06-16,06:27:18,2023-06-16,10:27:18,38,km,3.3,Ml
36 km al SO de Los Vilos,-32.153 ,-71.773,2023-06-16,05:54:33,2023-06-16,09:54:33,31,km,2.7,Ml
67 km al O de Tongoy,-30.466 ,-72.153,2023-06-16,05:38:32,2023-06-16,09:38:32,34,km,3.6,Ml
70 km al O de Tongoy,-30.486 ,-72.170,2023-06-16,05:07:50,2023-06-16,09:07:50,33,km,4.1,Ml
71 km al O de Tongoy,-30.475 ,-72.193,2023-06-16,04:40:56,2023-06-16,08:40:56,35,km,3.4,Ml
27 km al O de Calama,-22.552 ,-69.178,2023-06-16,03:31:33,2023-06-16,07:31:33,85,km,2.7,Ml
37 km al S de Huasco,-28.798 ,-71.280,2023-06-16,03:09:06,2023-06-16,07:09:06,34,km,3.1,Ml
58 km al SO de OllagÃ¼e,-21.697 ,-68.500,2023-06-16,01:45:03,2023-06-16,05:45:03,131,km,2.6,Ml
6 km al SO de Huasco,-28.505 ,-71.266,2023-06-16,01:30:01,2023-06-16,05:30:01,28,km,2.5,Ml
60 km al S de Socaire,-24.123 ,-67.803,2023-06-16,01:20:44,2023-06-16,05:20:44,235,km,3.0,Ml
50 km al E de El Salvador,-26.338 ,-69.132,2023-06-16,01:12:38,2023-06-16,05:12:38,125,km,3.4,Ml
51 km al N de ValparaÃ­so,-32.603 ,-71.748,2023-06-15,23:27:26,2023-06-16,03:27:26,30,km,2.7,Ml
55 km al SO de Mina Collahuasi,-21.163 ,-69.050,2023-06-15,23:01:56,2023-06-16,03:01:56,115,km,2.9,Ml
92 km al SE de Socaire,-24.302 ,-67.437,2023-06-15,22:52:23,2023-06-16,02:52:23,208,km,3.7,Ml
16 km al SE de CamiÃ±a,-19.419 ,-69.325,2023-06-15,21:32:13,2023-06-16,01:32:13,93,km,2.7,Ml
