evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
89 km al O de Cobquecura,-35.818 ,-73.705,2023-06-07,15:37:05,2023-06-07,19:37:05,33,km,2.9,Ml
47 km al NE de OllagÃ¼e,-20.997 ,-67.871,2023-06-07,15:35:34,2023-06-07,19:35:34,177,km,3.8,Ml
94 km al O de Cobquecura,-35.840 ,-73.769,2023-06-07,14:49:13,2023-06-07,18:49:13,29,km,2.6,Ml
37 km al E de Tacna,-18.151 ,-69.931,2023-06-07,13:03:18,2023-06-07,17:03:18,109,km,3.4,Ml
88 km al O de Cobquecura,-35.796 ,-73.677,2023-06-07,10:54:08,2023-06-07,14:54:08,35,km,4.0,Ml
43 km al E de Mina Los Pelambres,-31.658 ,-70.179,2023-06-07,10:29:53,2023-06-07,14:29:53,149,km,3.1,Ml
49 km al S de CamiÃ±a,-19.748 ,-69.483,2023-06-07,09:01:05,2023-06-07,13:01:05,83,km,3.2,Ml
72 km al SO de OllagÃ¼e,-21.659 ,-68.763,2023-06-07,08:55:36,2023-06-07,12:55:36,108,km,3.2,Ml
64 km al O de ValparaÃ­so,-33.112 ,-72.293,2023-06-07,08:40:57,2023-06-07,12:40:57,23,km,2.5,Ml
29 km al SO de Los Vilos,-32.089 ,-71.739,2023-06-07,07:29:15,2023-06-07,11:29:15,34,km,3.3,Ml
55 km al NO de Quillagua,-21.306 ,-69.900,2023-06-07,05:37:33,2023-06-07,09:37:33,53,km,3.3,Ml
16 km al S de Canela Baja,-31.537 ,-71.492,2023-06-07,03:59:21,2023-06-07,07:59:21,45,km,2.5,Ml
41 km al SO de Mina Collahuasi,-21.123 ,-68.886,2023-06-07,03:57:52,2023-06-07,07:57:52,110,km,3.1,Ml
40 km al S de Pica,-20.839 ,-69.224,2023-06-07,03:37:24,2023-06-07,07:37:24,103,km,3.0,Ml
50 km al N de Mejillones,-22.648 ,-70.481,2023-06-07,02:45:09,2023-06-07,06:45:09,41,km,2.6,Ml
66 km al S de Socaire,-24.173 ,-67.788,2023-06-07,02:40:07,2023-06-07,06:40:07,238,km,2.9,Ml
102 km al O de Huasco,-28.734 ,-72.224,2023-06-07,00:47:52,2023-06-07,04:47:52,30,km,2.7,Ml
50 km al O de La Ligua,-32.514 ,-71.757,2023-06-06,21:47:28,2023-06-07,01:47:28,35,km,4.3,Ml
61 km al SO de Alto Hospicio,-20.643 ,-70.531,2023-06-06,21:17:11,2023-06-07,01:17:11,44,km,3.3,Ml
