evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
27 km al S de Mina Collahuasi,-21.065 ,-68.711,2024-08-22,17:30:56,2024-08-22,21:30:56,148,km,2.7,Ml
31 km al O de Iquique,-20.321 ,-70.432,2024-08-22,16:55:04,2024-08-22,20:55:04,40,km,2.6,Ml
44 km al NE de Calama,-22.119 ,-68.741,2024-08-22,16:18:30,2024-08-22,20:18:30,117,km,2.9,Ml
47 km al NO de ChaÃ±aral,-25.975 ,-70.849,2024-08-22,16:10:15,2024-08-22,20:10:15,34,km,3.0,Ml
37 km al NE de Calama,-22.209 ,-68.702,2024-08-22,15:39:43,2024-08-22,19:39:43,118,km,2.6,Ml
25 km al SE de Pichilemu,-34.559 ,-71.839,2024-08-22,15:27:48,2024-08-22,19:27:48,10,km,2.6,Ml
85 km al NE de San Pedro de Atacama,-22.232 ,-67.843,2024-08-22,15:11:48,2024-08-22,19:11:48,208,km,3.3,Ml
61 km al SE de Socaire,-23.891 ,-67.388,2024-08-22,14:57:50,2024-08-22,18:57:50,225,km,3.5,Ml
19 km al E de Andacollo,-30.285 ,-70.903,2024-08-22,14:53:18,2024-08-22,18:53:18,84,km,2.8,Ml
57 km al N de San Pedro de Atacama,-22.423 ,-68.078,2024-08-22,13:06:08,2024-08-22,17:06:08,182,km,3.1,Ml
68 km al E de Socaire,-23.781 ,-67.255,2024-08-22,12:18:41,2024-08-22,16:18:41,159,km,3.3,Ml
8 km al SO de Los Ãngeles,-37.522 ,-72.410,2024-08-22,10:28:40,2024-08-22,14:28:40,55,km,3.1,Ml
17 km al O de Ovalle,-30.610 ,-71.380,2024-08-22,09:27:27,2024-08-22,13:27:27,54,km,2.9,Ml
44 km al NO de Mina Collahuasi,-20.467 ,-68.842,2024-08-22,09:05:01,2024-08-22,13:05:01,105,km,2.6,Ml
43 km al SO de Antofagasta,-23.846 ,-70.750,2024-08-22,08:55:33,2024-08-22,12:55:33,67,km,2.8,Ml
106 km al SE de Socaire,-24.412 ,-67.357,2024-08-22,08:04:23,2024-08-22,12:04:23,184,km,3.0,Ml
67 km al SE de Socaire,-24.030 ,-67.435,2024-08-22,07:59:58,2024-08-22,11:59:58,203,km,2.7,Ml
74 km al NO de Tongoy,-29.887 ,-72.137,2024-08-22,07:41:28,2024-08-22,11:41:28,35,km,2.5,Ml
71 km al NE de Pica,-19.911 ,-69.040,2024-08-22,07:35:40,2024-08-22,11:35:40,103,km,2.6,Ml
26 km al E de Rancagua,-34.163 ,-70.449,2024-08-22,07:28:33,2024-08-22,11:28:33,24,km,2.6,Ml
59 km al NE de Calama,-22.003 ,-68.652,2024-08-22,06:42:24,2024-08-22,10:42:24,121,km,2.7,Ml
85 km al SE de Socaire,-23.919 ,-67.131,2024-08-22,05:07:52,2024-08-22,09:07:52,240,km,3.3,Ml
23 km al SE de Calama,-22.559 ,-68.732,2024-08-22,03:58:54,2024-08-22,07:58:54,108,km,3.0,Ml
48 km al NE de Pica,-20.103 ,-69.127,2024-08-22,02:51:54,2024-08-22,06:51:54,106,km,2.6,Ml
86 km al O de San Antonio de los Cobres,-24.000 ,-67.132,2024-08-22,01:54:08,2024-08-22,05:54:08,208,km,3.2,Ml
32 km al O de OllagÃ¼e,-21.292 ,-68.554,2024-08-22,01:48:15,2024-08-22,05:48:15,132,km,2.6,Ml
35 km al S de Patache,-21.125 ,-70.188,2024-08-22,01:26:17,2024-08-22,05:26:17,36,km,3.3,Ml
79 km al E de Socaire,-23.819 ,-67.160,2024-08-22,01:21:47,2024-08-22,05:21:47,225,km,3.4,Ml
69 km al S de Socaire,-24.187 ,-67.692,2024-08-22,00:52:18,2024-08-22,04:52:18,237,km,3.0,Ml
37 km al S de Tocopilla,-22.423 ,-70.261,2024-08-22,00:12:17,2024-08-22,04:12:17,26,km,2.6,Ml
31 km al NO de Mina Collahuasi,-20.699 ,-68.919,2024-08-21,22:31:46,2024-08-22,02:31:46,97,km,2.8,Ml
250 km al NO de BahÃ­a Mansa,-39.456 ,-76.266,2024-08-21,22:24:54,2024-08-22,02:24:54,8,km,3.5,Ml
74 km al S de Socaire,-24.255 ,-67.954,2024-08-21,20:12:51,2024-08-22,00:12:51,229,km,3.1,Ml
