evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
18 km al S de CamiÃ±a,-19.474 ,-69.398,2024-08-05,19:31:08,2024-08-05,23:31:08,99,km,3.7,Ml
17 km al N de Visviri,-17.440 ,-69.468,2024-08-05,19:25:42,2024-08-05,23:25:42,165,km,3.5,Ml
24 km al SE de CopiapÃ³,-27.487 ,-70.129,2024-08-05,19:16:02,2024-08-05,23:16:02,78,km,2.6,Ml
44 km al S de OllagÃ¼e,-21.603 ,-68.392,2024-08-05,19:08:24,2024-08-05,23:08:24,128,km,2.7,Ml
67 km al SE de Socaire,-23.858 ,-67.297,2024-08-05,18:34:55,2024-08-05,22:34:55,271,km,3.3,Ml
19 km al SE de Temuco,-38.899 ,-72.522,2024-08-05,16:47:41,2024-08-05,20:47:41,56,km,4.0,Ml
71 km al S de Socaire,-24.219 ,-67.766,2024-08-05,15:45:16,2024-08-05,19:45:16,240,km,3.7,Ml
24 km al SO de CopiapÃ³,-27.495 ,-70.524,2024-08-05,15:13:06,2024-08-05,19:13:06,85,km,2.6,Ml
22 km al SO de Pichidangui,-32.247 ,-71.718,2024-08-05,14:55:11,2024-08-05,18:55:11,22,km,3.2,Ml
28 km al NE de Calama,-22.264 ,-68.777,2024-08-05,14:28:12,2024-08-05,18:28:12,132,km,2.5,Ml
102 km al NE de Alto del Carmen,-28.151 ,-69.708,2024-08-05,13:39:14,2024-08-05,17:39:14,110,km,2.7,Ml
31 km al E de Calama,-22.363 ,-68.652,2024-08-05,11:03:19,2024-08-05,15:03:19,135,km,3.1,Ml
43 km al SO de Punta de Choros,-29.501 ,-71.804,2024-08-05,10:50:10,2024-08-05,14:50:10,21,km,2.6,Ml
38 km al N de Pica,-20.167 ,-69.201,2024-08-05,10:12:20,2024-08-05,14:12:20,89,km,2.9,Ml
50 km al SO de Punta de Choros,-29.492 ,-71.905,2024-08-05,09:57:12,2024-08-05,13:57:12,26,km,3.5,Ml
53 km al S de Socaire,-24.040 ,-67.711,2024-08-05,08:22:06,2024-08-05,12:22:06,240,km,2.8,Ml
73 km al SO de San Pedro de Atacama,-23.409 ,-68.678,2024-08-05,07:55:40,2024-08-05,11:55:40,118,km,2.6,Ml
74 km al SE de Socaire,-24.080 ,-67.404,2024-08-05,06:10:52,2024-08-05,10:10:52,251,km,3.0,Ml
39 km al SE de Calama,-22.747 ,-68.693,2024-08-05,03:56:23,2024-08-05,07:56:23,109,km,2.6,Ml
33 km al O de VichuquÃ©n,-34.796 ,-72.340,2024-08-05,02:43:03,2024-08-05,06:43:03,24,km,2.6,Ml
35 km al S de Socaire,-23.895 ,-67.815,2024-08-05,01:43:36,2024-08-05,05:43:36,299,km,3.6,Ml
16 km al S de La Serena,-30.040 ,-71.306,2024-08-05,01:23:25,2024-08-05,05:23:25,55,km,3.1,Ml
54 km al SO de Mina Collahuasi,-21.268 ,-68.871,2024-08-05,01:21:14,2024-08-05,05:21:14,115,km,2.7,Ml
32 km al O de Antofagasta,-23.714 ,-70.699,2024-08-05,00:34:25,2024-08-05,04:34:25,50,km,2.5,Ml
62 km al SE de Socaire,-24.028 ,-67.513,2024-08-04,20:55:14,2024-08-05,00:55:14,243,km,3.5,Ml
47 km al S de Taltal,-25.816 ,-70.375,2024-08-04,20:04:08,2024-08-05,00:04:08,48,km,4.1,Ml
