evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
58 km al SE de Baquedano,-23.822 ,-69.629,2024-08-23,19:45:41,2024-08-23,23:45:41,78,km,3.4,Ml
9 km al S de San Pedro de Atacama,-22.997 ,-68.177,2024-08-23,15:40:54,2024-08-23,19:40:54,145,km,3.7,Ml
27 km al NE de Putre,-18.059 ,-69.348,2024-08-23,15:16:55,2024-08-23,19:16:55,135,km,3.1,Ml
42 km al E de Los Andes,-32.945 ,-70.168,2024-08-23,13:33:59,2024-08-23,17:33:59,115,km,3.1,Ml
66 km al SO de OllagÃ¼e,-21.677 ,-68.666,2024-08-23,13:02:38,2024-08-23,17:02:38,119,km,2.8,Ml
39 km al NO de Mina Collahuasi,-20.637 ,-68.978,2024-08-23,12:43:30,2024-08-23,16:43:30,103,km,2.8,Ml
71 km al SO de OllagÃ¼e,-21.774 ,-68.605,2024-08-23,10:18:43,2024-08-23,14:18:43,114,km,3.4,Ml
49 km al S de Socaire,-24.010 ,-67.745,2024-08-23,08:35:20,2024-08-23,12:35:20,268,km,2.6,Ml
46 km al E de Mina Los Pelambres,-31.878 ,-70.099,2024-08-23,07:43:58,2024-08-23,11:43:58,160,km,2.9,Ml
119 km al SE de OllagÃ¼e,-22.006 ,-67.472,2024-08-23,07:07:23,2024-08-23,11:07:23,219,km,2.5,Ml
44 km al NE de Calama,-22.137 ,-68.703,2024-08-23,06:10:46,2024-08-23,10:10:46,115,km,2.5,Ml
24 km al S de Parque Fray Jorge,-30.882 ,-71.675,2024-08-23,05:24:35,2024-08-23,09:24:35,31,km,3.6,Ml
27 km al S de Parque Fray Jorge,-30.902 ,-71.690,2024-08-23,05:14:38,2024-08-23,09:14:38,34,km,2.7,Ml
23 km al S de Parque Fray Jorge,-30.872 ,-71.689,2024-08-23,05:05:03,2024-08-23,09:05:03,26,km,2.9,Ml
33 km al SO de Visviri,-17.859 ,-69.629,2024-08-23,04:47:11,2024-08-23,08:47:11,105,km,2.9,Ml
2 km al NE de CopiapÃ³,-27.360 ,-70.318,2024-08-23,04:30:15,2024-08-23,08:30:15,93,km,2.9,Ml
64 km al SE de Baquedano,-23.666 ,-69.334,2024-08-23,03:57:34,2024-08-23,07:57:34,80,km,2.5,Ml
81 km al N de San Antonio de los Cobres,-23.516 ,-66.512,2024-08-23,03:45:17,2024-08-23,07:45:17,266,km,3.5,Ml
46 km al NE de San Pedro de Atacama,-22.555 ,-67.982,2024-08-23,02:30:41,2024-08-23,06:30:41,183,km,3.6,Ml
59 km al SO de OllagÃ¼e,-21.472 ,-68.755,2024-08-23,02:18:24,2024-08-23,06:18:24,118,km,3.1,Ml
105 km al SE de OllagÃ¼e,-21.863 ,-67.508,2024-08-23,02:16:05,2024-08-23,06:16:05,223,km,4.0,Ml
27 km al NO de Quintero,-32.575 ,-71.691,2024-08-23,00:53:48,2024-08-23,04:53:48,38,km,2.9,Ml
26 km al NO de Quintero,-32.567 ,-71.660,2024-08-23,00:40:12,2024-08-23,04:40:12,20,km,3.1,Ml
65 km al N de Calama,-21.917 ,-68.720,2024-08-23,00:02:50,2024-08-23,04:02:50,117,km,2.9,Ml
57 km al SO de San Pedro de Atacama,-23.329 ,-68.537,2024-08-22,22:22:09,2024-08-23,02:22:09,115,km,3.1,Ml
33 km al NE de Illapel,-31.480 ,-70.866,2024-08-22,21:54:51,2024-08-23,01:54:51,105,km,4.0,Ml
32 km al SE de Calama,-22.655 ,-68.687,2024-08-22,21:26:39,2024-08-23,01:26:39,117,km,2.8,Ml
36 km al NE de Pica,-20.248 ,-69.098,2024-08-22,20:35:13,2024-08-23,00:35:13,93,km,4.0,Ml
