evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
39 km al S de Mina Collahuasi,-21.177 ,-68.672,2024-04-03,19:28:39,2024-04-03,22:28:39,118,km,3.0,Ml
51 km al O de Quillagua,-21.545 ,-70.013,2024-04-03,16:55:13,2024-04-03,19:55:13,36,km,2.6,Ml
38 km al E de Pica,-20.398 ,-68.981,2024-04-03,13:08:42,2024-04-03,16:08:42,98,km,3.0,Ml
20 km al E de ConcepciÃ³n,-36.889 ,-72.834,2024-04-03,10:51:57,2024-04-03,13:51:57,35,km,5.2,Mw
43 km al SO de Putre,-18.359 ,-69.927,2024-04-03,09:45:16,2024-04-03,12:45:16,116,km,3.2,Ml
68 km al O de Cobquecura,-36.277 ,-73.532,2024-04-03,06:31:08,2024-04-03,09:31:08,31,km,2.7,Ml
43 km al N de Quillagua,-21.273 ,-69.512,2024-04-03,04:41:02,2024-04-03,07:41:02,66,km,2.9,Ml
85 km al O de Cobquecura,-36.077 ,-73.734,2024-04-03,04:07:49,2024-04-03,07:07:49,34,km,2.5,Ml
74 km al O de Cobquecura,-36.067 ,-73.611,2024-04-03,03:57:59,2024-04-03,06:57:59,20,km,2.6,Ml
79 km al O de Cobquecura,-36.084 ,-73.674,2024-04-03,03:35:03,2024-04-03,06:35:03,38,km,5.1,Mw
122 km al SE de Alto del Carmen,-29.408 ,-69.474,2024-04-03,01:12:16,2024-04-03,04:12:16,112,km,3.1,Ml
40 km al N de Calama,-22.111 ,-68.974,2024-04-03,01:05:01,2024-04-03,04:05:01,100,km,2.7,Ml
54 km al SO de Colchane.,-19.628 ,-68.999,2024-04-02,22:52:12,2024-04-03,01:52:12,110,km,2.6,Ml
37 km al NE de Alto del Carmen,-28.501 ,-70.247,2024-04-02,22:40:09,2024-04-03,01:40:09,100,km,2.9,Ml
51 km al S de Pozo Almonte,-20.711 ,-69.761,2024-04-02,21:24:58,2024-04-03,00:24:58,89,km,2.9,Ml
