evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
38 km al SO de OllagÃ¼e,-21.499 ,-68.469,2023-12-27,19:34:56,2023-12-27,22:34:56,124,km,2.7,Ml
40 km al NE de Calama,-22.282 ,-68.600,2023-12-27,19:17:06,2023-12-27,22:17:06,121,km,2.5,Ml
65 km al NE de San Pedro de Atacama,-22.478 ,-67.778,2023-12-27,16:35:35,2023-12-27,19:35:35,181,km,3.0,Ml
47 km al SO de Mina Collahuasi,-21.179 ,-68.905,2023-12-27,16:32:01,2023-12-27,19:32:01,111,km,3.1,Ml
6 km al SE de Alto del Carmen,-28.805 ,-70.454,2023-12-27,15:42:26,2023-12-27,18:42:26,108,km,3.9,Ml
21 km al SO de Los Ãngeles,-37.641 ,-72.450,2023-12-27,14:27:30,2023-12-27,17:27:30,62,km,2.7,Ml
69 km al SO de OllagÃ¼e,-21.774 ,-68.570,2023-12-27,13:16:52,2023-12-27,16:16:52,115,km,3.4,Ml
71 km al N de El Salvador,-25.620 ,-69.798,2023-12-27,10:07:37,2023-12-27,13:07:37,80,km,3.1,Ml
76 km al N de Calama,-21.810 ,-68.736,2023-12-27,08:45:36,2023-12-27,11:45:36,124,km,3.3,Ml
10 km al N de CamiÃ±a,-19.228 ,-69.460,2023-12-27,07:14:35,2023-12-27,10:14:35,90,km,2.8,Ml
69 km al SE de Socaire,-24.088 ,-67.493,2023-12-27,06:47:20,2023-12-27,09:47:20,250,km,2.9,Ml
14 km al SO de Los Vilos,-31.986 ,-71.625,2023-12-27,05:55:35,2023-12-27,08:55:35,38,km,2.5,Ml
28 km al SE de Los Vilos,-32.118 ,-71.337,2023-12-27,05:13:18,2023-12-27,08:13:18,80,km,2.8,Ml
32 km al SE de CamiÃ±a,-19.572 ,-69.286,2023-12-27,04:54:57,2023-12-27,07:54:57,16,km,3.1,Ml
50 km al NE de Pica,-20.097 ,-69.091,2023-12-27,01:46:59,2023-12-27,04:46:59,106,km,2.9,Ml
71 km al NE de Taltal,-24.953 ,-69.984,2023-12-27,01:19:45,2023-12-27,04:19:45,82,km,2.8,Ml
63 km al NE de San Pedro de Atacama,-22.389 ,-67.975,2023-12-27,01:10:59,2023-12-27,04:10:59,193,km,3.0,Ml
63 km al S de Mina Collahuasi,-21.353 ,-68.872,2023-12-26,22:44:08,2023-12-27,01:44:08,115,km,3.1,Ml
30 km al E de Quillota,-32.782 ,-70.951,2023-12-26,22:22:10,2023-12-27,01:22:10,75,km,2.7,Ml
9 km al SO de Canela Baja,-31.436 ,-71.537,2023-12-26,22:19:03,2023-12-27,01:19:03,74,km,2.6,Ml
